TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC_10,TC_11,TC_12,TC_13,TC_14,TC_15,TC_16,TC_17,TC_18,TC_19,TC_20,TC_21,TC_22,TC_23,TC_24,TC_25,TC_26,TC_27,TC_28,TC_29,TC_30,TC_31,TC_32,TC_33,TC_34,TC_35,TC_36,TC_37,TC_38,TC_39,TC_40,TC_41,TC_42,TC_43,TC_44,TC_45,TC_46,TC_47,TC_48,TC_49,TC_50,TC_51,TC_52,TC_53,TC_54,TC_55,TC_56,TC_57,TC_58,TC_59,TC_60,TC_61,TC_62,TC_63,TC_64,TC_65,TC_66,TC_67,TC_68,TC_69,TC_70
-0.040632721,0.025440082,0.034068365,0.035526648,0.0162425,0.005399299,-0.006513644,-0.032280341,0.006314786,0.047201086,-0.040632721,0.025440082,0.034068365,0.035526648,0.0162425,0.005399299,-0.006513644,-0.032280341,0.006314786,0.047201086,-0.040632721,0.025440082,0.034068365,0.035526648,0.0162425,0.005399299,-0.006513644,-0.032280341,0.006314786,0.047201086,-0.040632721,0.025440082,0.034068365,0.035526648,0.0162425,0.005399299,-0.006513644,-0.032280341,0.006314786,0.047201086,-0.040632721,0.025440082,0.034068365,0.035526648,0.0162425,0.005399299,-0.006513644,-0.032280341,0.006314786,0.047201086,-0.040632721,0.025440082,0.034068365,0.035526648,0.0162425,0.005399299,-0.006513644,-0.032280341,0.006314786,0.047201086,-0.040632721,0.025440082,0.034068365,0.035526648,0.0162425,0.005399299,-0.006513644,-0.032280341,0.006314786,0.047201086
0.018386208,0.002783735,-0.007026495,-0.007696064,0.041073751,0.045150016,-0.021190427,-0.013723492,-0.035906736,0.001728168,0.018386208,0.002783735,-0.007026495,-0.007696064,0.041073751,0.045150016,-0.021190427,-0.013723492,-0.035906736,0.001728168,0.018386208,0.002783735,-0.007026495,-0.007696064,0.041073751,0.045150016,-0.021190427,-0.013723492,-0.035906736,0.001728168,0.018386208,0.002783735,-0.007026495,-0.007696064,0.041073751,0.045150016,-0.021190427,-0.013723492,-0.035906736,0.001728168,0.018386208,0.002783735,-0.007026495,-0.007696064,0.041073751,0.045150016,-0.021190427,-0.013723492,-0.035906736,0.001728168,0.018386208,0.002783735,-0.007026495,-0.007696064,0.041073751,0.045150016,-0.021190427,-0.013723492,-0.035906736,0.001728168,0.018386208,0.002783735,-0.007026495,-0.007696064,0.041073751,0.045150016,-0.021190427,-0.013723492,-0.035906736,0.001728168
0.021349823,0.007407129,0.026688356,0.037336566,-0.037204195,-0.048406884,0.000794857,0.040678866,0.01421119,-0.04451644,0.021349823,0.007407129,0.026688356,0.037336566,-0.037204195,-0.048406884,0.000794857,0.040678866,0.01421119,-0.04451644,0.021349823,0.007407129,0.026688356,0.037336566,-0.037204195,-0.048406884,0.000794857,0.040678866,0.01421119,-0.04451644,0.021349823,0.007407129,0.026688356,0.037336566,-0.037204195,-0.048406884,0.000794857,0.040678866,0.01421119,-0.04451644,0.021349823,0.007407129,0.026688356,0.037336566,-0.037204195,-0.048406884,0.000794857,0.040678866,0.01421119,-0.04451644,0.021349823,0.007407129,0.026688356,0.037336566,-0.037204195,-0.048406884,0.000794857,0.040678866,0.01421119,-0.04451644,0.021349823,0.007407129,0.026688356,0.037336566,-0.037204195,-0.048406884,0.000794857,0.040678866,0.01421119,-0.04451644
-0.021018619,0.046845686,-0.041752428,0.04647081,-0.023558144,-0.008879788,-0.023304105,0.029866423,0.039231002,-0.00360365,-0.021018619,0.046845686,-0.041752428,0.04647081,-0.023558144,-0.008879788,-0.023304105,0.029866423,0.039231002,-0.00360365,-0.021018619,0.046845686,-0.041752428,0.04647081,-0.023558144,-0.008879788,-0.023304105,0.029866423,0.039231002,-0.00360365,-0.021018619,0.046845686,-0.041752428,0.04647081,-0.023558144,-0.008879788,-0.023304105,0.029866423,0.039231002,-0.00360365,-0.021018619,0.046845686,-0.041752428,0.04647081,-0.023558144,-0.008879788,-0.023304105,0.029866423,0.039231002,-0.00360365,-0.021018619,0.046845686,-0.041752428,0.04647081,-0.023558144,-0.008879788,-0.023304105,0.029866423,0.039231002,-0.00360365,-0.021018619,0.046845686,-0.041752428,0.04647081,-0.023558144,-0.008879788,-0.023304105,0.029866423,0.039231002,-0.00360365
0.006760609,0.011059118,0.047611751,0.01495191,-0.01954996,-0.013056251,-0.036550269,0.040815271,0.03509137,-0.019258957,0.006760609,0.011059118,0.047611751,0.01495191,-0.01954996,-0.013056251,-0.036550269,0.040815271,0.03509137,-0.019258957,0.006760609,0.011059118,0.047611751,0.01495191,-0.01954996,-0.013056251,-0.036550269,0.040815271,0.03509137,-0.019258957,0.006760609,0.011059118,0.047611751,0.01495191,-0.01954996,-0.013056251,-0.036550269,0.040815271,0.03509137,-0.019258957,0.006760609,0.011059118,0.047611751,0.01495191,-0.01954996,-0.013056251,-0.036550269,0.040815271,0.03509137,-0.019258957,0.006760609,0.011059118,0.047611751,0.01495191,-0.01954996,-0.013056251,-0.036550269,0.040815271,0.03509137,-0.019258957,0.006760609,0.011059118,0.047611751,0.01495191,-0.01954996,-0.013056251,-0.036550269,0.040815271,0.03509137,-0.019258957
0.062807716,-0.033148222,0.011885127,-0.027689535,0.001035461,0.010760736,-0.040236607,0.014096767,0.02745847,-0.042541683,0.062807716,-0.033148222,0.011885127,-0.027689535,0.001035461,0.010760736,-0.040236607,0.014096767,0.02745847,-0.042541683,0.062807716,-0.033148222,0.011885127,-0.027689535,0.001035461,0.010760736,-0.040236607,0.014096767,0.02745847,-0.042541683,0.062807716,-0.033148222,0.011885127,-0.027689535,0.001035461,0.010760736,-0.040236607,0.014096767,0.02745847,-0.042541683,0.062807716,-0.033148222,0.011885127,-0.027689535,0.001035461,0.010760736,-0.040236607,0.014096767,0.02745847,-0.042541683,0.062807716,-0.033148222,0.011885127,-0.027689535,0.001035461,0.010760736,-0.040236607,0.014096767,0.02745847,-0.042541683,0.062807716,-0.033148222,0.011885127,-0.027689535,0.001035461,0.010760736,-0.040236607,0.014096767,0.02745847,-0.042541683
-0.044194147,0.021031458,0.045782935,0.00598043,0.006366202,-0.021246878,-0.014638307,-0.015475564,-0.048561092,-0.002485621,-0.044194147,0.021031458,0.045782935,0.00598043,0.006366202,-0.021246878,-0.014638307,-0.015475564,-0.048561092,-0.002485621,-0.044194147,0.021031458,0.045782935,0.00598043,0.006366202,-0.021246878,-0.014638307,-0.015475564,-0.048561092,-0.002485621,-0.044194147,0.021031458,0.045782935,0.00598043,0.006366202,-0.021246878,-0.014638307,-0.015475564,-0.048561092,-0.002485621,-0.044194147,0.021031458,0.045782935,0.00598043,0.006366202,-0.021246878,-0.014638307,-0.015475564,-0.048561092,-0.002485621,-0.044194147,0.021031458,0.045782935,0.00598043,0.006366202,-0.021246878,-0.014638307,-0.015475564,-0.048561092,-0.002485621,-0.044194147,0.021031458,0.045782935,0.00598043,0.006366202,-0.021246878,-0.014638307,-0.015475564,-0.048561092,-0.002485621
-0.053079825,-0.030379158,0.005467696,-0.032229625,0.047859997,0.008474058,0.006042989,0.028596427,0.025132319,-0.044294894,-0.053079825,-0.030379158,0.005467696,-0.032229625,0.047859997,0.008474058,0.006042989,0.028596427,0.025132319,-0.044294894,-0.053079825,-0.030379158,0.005467696,-0.032229625,0.047859997,0.008474058,0.006042989,0.028596427,0.025132319,-0.044294894,-0.053079825,-0.030379158,0.005467696,-0.032229625,0.047859997,0.008474058,0.006042989,0.028596427,0.025132319,-0.044294894,-0.053079825,-0.030379158,0.005467696,-0.032229625,0.047859997,0.008474058,0.006042989,0.028596427,0.025132319,-0.044294894,-0.053079825,-0.030379158,0.005467696,-0.032229625,0.047859997,0.008474058,0.006042989,0.028596427,0.025132319,-0.044294894,-0.053079825,-0.030379158,0.005467696,-0.032229625,0.047859997,0.008474058,0.006042989,0.028596427,0.025132319,-0.044294894
-0.043443166,0.041676659,0.041251756,0.007840102,0.000135323,-0.018827064,0.022016548,0.012452459,0.029916657,-0.043579638,-0.043443166,0.041676659,0.041251756,0.007840102,0.000135323,-0.018827064,0.022016548,0.012452459,0.029916657,-0.043579638,-0.043443166,0.041676659,0.041251756,0.007840102,0.000135323,-0.018827064,0.022016548,0.012452459,0.029916657,-0.043579638,-0.043443166,0.041676659,0.041251756,0.007840102,0.000135323,-0.018827064,0.022016548,0.012452459,0.029916657,-0.043579638,-0.043443166,0.041676659,0.041251756,0.007840102,0.000135323,-0.018827064,0.022016548,0.012452459,0.029916657,-0.043579638,-0.043443166,0.041676659,0.041251756,0.007840102,0.000135323,-0.018827064,0.022016548,0.012452459,0.029916657,-0.043579638,-0.043443166,0.041676659,0.041251756,0.007840102,0.000135323,-0.018827064,0.022016548,0.012452459,0.029916657,-0.043579638
-0.012027565,0.003342554,-0.042778902,-0.049025666,0.017892601,-0.008043804,0.011977691,0.037241463,0.027761685,-0.045579411,-0.012027565,0.003342554,-0.042778902,-0.049025666,0.017892601,-0.008043804,0.011977691,0.037241463,0.027761685,-0.045579411,-0.012027565,0.003342554,-0.042778902,-0.049025666,0.017892601,-0.008043804,0.011977691,0.037241463,0.027761685,-0.045579411,-0.012027565,0.003342554,-0.042778902,-0.049025666,0.017892601,-0.008043804,0.011977691,0.037241463,0.027761685,-0.045579411,-0.012027565,0.003342554,-0.042778902,-0.049025666,0.017892601,-0.008043804,0.011977691,0.037241463,0.027761685,-0.045579411,-0.012027565,0.003342554,-0.042778902,-0.049025666,0.017892601,-0.008043804,0.011977691,0.037241463,0.027761685,-0.045579411,-0.012027565,0.003342554,-0.042778902,-0.049025666,0.017892601,-0.008043804,0.011977691,0.037241463,0.027761685,-0.045579411
0.01689652,0.002917892,0.021827763,-0.036722846,-0.026828635,0.037386838,0.041195091,0.014467655,0.011016051,0.0272214,0.01689652,0.002917892,0.021827763,-0.036722846,-0.026828635,0.037386838,0.041195091,0.014467655,0.011016051,0.0272214,0.01689652,0.002917892,0.021827763,-0.036722846,-0.026828635,0.037386838,0.041195091,0.014467655,0.011016051,0.0272214,0.01689652,0.002917892,0.021827763,-0.036722846,-0.026828635,0.037386838,0.041195091,0.014467655,0.011016051,0.0272214,0.01689652,0.002917892,0.021827763,-0.036722846,-0.026828635,0.037386838,0.041195091,0.014467655,0.011016051,0.0272214,0.01689652,0.002917892,0.021827763,-0.036722846,-0.026828635,0.037386838,0.041195091,0.014467655,0.011016051,0.0272214,0.01689652,0.002917892,0.021827763,-0.036722846,-0.026828635,0.037386838,0.041195091,0.014467655,0.011016051,0.0272214
-0.027347527,-0.022328379,-0.016025418,-0.029501058,0.000769062,0.044447765,0.003892093,0.017342869,0.017538326,-0.035867047,-0.027347527,-0.022328379,-0.016025418,-0.029501058,0.000769062,0.044447765,0.003892093,0.017342869,0.017538326,-0.035867047,-0.027347527,-0.022328379,-0.016025418,-0.029501058,0.000769062,0.044447765,0.003892093,0.017342869,0.017538326,-0.035867047,-0.027347527,-0.022328379,-0.016025418,-0.029501058,0.000769062,0.044447765,0.003892093,0.017342869,0.017538326,-0.035867047,-0.027347527,-0.022328379,-0.016025418,-0.029501058,0.000769062,0.044447765,0.003892093,0.017342869,0.017538326,-0.035867047,-0.027347527,-0.022328379,-0.016025418,-0.029501058,0.000769062,0.044447765,0.003892093,0.017342869,0.017538326,-0.035867047,-0.027347527,-0.022328379,-0.016025418,-0.029501058,0.000769062,0.044447765,0.003892093,0.017342869,0.017538326,-0.035867047
-0.000202729,0.016827241,0.005021753,-0.015873143,0.040057056,0.04004899,0.001849899,0.022736769,0.019843377,-0.046862721,-0.000202729,0.016827241,0.005021753,-0.015873143,0.040057056,0.04004899,0.001849899,0.022736769,0.019843377,-0.046862721,-0.000202729,0.016827241,0.005021753,-0.015873143,0.040057056,0.04004899,0.001849899,0.022736769,0.019843377,-0.046862721,-0.000202729,0.016827241,0.005021753,-0.015873143,0.040057056,0.04004899,0.001849899,0.022736769,0.019843377,-0.046862721,-0.000202729,0.016827241,0.005021753,-0.015873143,0.040057056,0.04004899,0.001849899,0.022736769,0.019843377,-0.046862721,-0.000202729,0.016827241,0.005021753,-0.015873143,0.040057056,0.04004899,0.001849899,0.022736769,0.019843377,-0.046862721,-0.000202729,0.016827241,0.005021753,-0.015873143,0.040057056,0.04004899,0.001849899,0.022736769,0.019843377,-0.046862721
-0.001764354,0.008576391,-0.03922794,0.003276903,-0.024041153,-0.025853792,0.040320236,0.041842006,-0.041955903,-0.042113118,-0.001764354,0.008576391,-0.03922794,0.003276903,-0.024041153,-0.025853792,0.040320236,0.041842006,-0.041955903,-0.042113118,-0.001764354,0.008576391,-0.03922794,0.003276903,-0.024041153,-0.025853792,0.040320236,0.041842006,-0.041955903,-0.042113118,-0.001764354,0.008576391,-0.03922794,0.003276903,-0.024041153,-0.025853792,0.040320236,0.041842006,-0.041955903,-0.042113118,-0.001764354,0.008576391,-0.03922794,0.003276903,-0.024041153,-0.025853792,0.040320236,0.041842006,-0.041955903,-0.042113118,-0.001764354,0.008576391,-0.03922794,0.003276903,-0.024041153,-0.025853792,0.040320236,0.041842006,-0.041955903,-0.042113118,-0.001764354,0.008576391,-0.03922794,0.003276903,-0.024041153,-0.025853792,0.040320236,0.041842006,-0.041955903,-0.042113118
0.05271605,-0.020602059,0.025663547,-0.042690728,-0.047851089,-0.023748789,-0.02888971,-0.044480618,0.044470336,0.008058242,0.05271605,-0.020602059,0.025663547,-0.042690728,-0.047851089,-0.023748789,-0.02888971,-0.044480618,0.044470336,0.008058242,0.05271605,-0.020602059,0.025663547,-0.042690728,-0.047851089,-0.023748789,-0.02888971,-0.044480618,0.044470336,0.008058242,0.05271605,-0.020602059,0.025663547,-0.042690728,-0.047851089,-0.023748789,-0.02888971,-0.044480618,0.044470336,0.008058242,0.05271605,-0.020602059,0.025663547,-0.042690728,-0.047851089,-0.023748789,-0.02888971,-0.044480618,0.044470336,0.008058242,0.05271605,-0.020602059,0.025663547,-0.042690728,-0.047851089,-0.023748789,-0.02888971,-0.044480618,0.044470336,0.008058242,0.05271605,-0.020602059,0.025663547,-0.042690728,-0.047851089,-0.023748789,-0.02888971,-0.044480618,0.044470336,0.008058242
0.022584626,0.008951383,0.004949355,0.011690736,-0.042900931,-0.036465105,-0.004110214,0.011457657,-0.026552642,0.032178223,0.022584626,0.008951383,0.004949355,0.011690736,-0.042900931,-0.036465105,-0.004110214,0.011457657,-0.026552642,0.032178223,0.022584626,0.008951383,0.004949355,0.011690736,-0.042900931,-0.036465105,-0.004110214,0.011457657,-0.026552642,0.032178223,0.022584626,0.008951383,0.004949355,0.011690736,-0.042900931,-0.036465105,-0.004110214,0.011457657,-0.026552642,0.032178223,0.022584626,0.008951383,0.004949355,0.011690736,-0.042900931,-0.036465105,-0.004110214,0.011457657,-0.026552642,0.032178223,0.022584626,0.008951383,0.004949355,0.011690736,-0.042900931,-0.036465105,-0.004110214,0.011457657,-0.026552642,0.032178223,0.022584626,0.008951383,0.004949355,0.011690736,-0.042900931,-0.036465105,-0.004110214,0.011457657,-0.026552642,0.032178223
0.003169098,-0.026545729,-0.02641247,0.015284441,-0.018299874,0.046248872,-0.002668678,0.006297681,0.021652957,-0.045135792,0.003169098,-0.026545729,-0.02641247,0.015284441,-0.018299874,0.046248872,-0.002668678,0.006297681,0.021652957,-0.045135792,0.003169098,-0.026545729,-0.02641247,0.015284441,-0.018299874,0.046248872,-0.002668678,0.006297681,0.021652957,-0.045135792,0.003169098,-0.026545729,-0.02641247,0.015284441,-0.018299874,0.046248872,-0.002668678,0.006297681,0.021652957,-0.045135792,0.003169098,-0.026545729,-0.02641247,0.015284441,-0.018299874,0.046248872,-0.002668678,0.006297681,0.021652957,-0.045135792,0.003169098,-0.026545729,-0.02641247,0.015284441,-0.018299874,0.046248872,-0.002668678,0.006297681,0.021652957,-0.045135792,0.003169098,-0.026545729,-0.02641247,0.015284441,-0.018299874,0.046248872,-0.002668678,0.006297681,0.021652957,-0.045135792
-0.06511908,-0.014254631,-0.023937015,0.046611145,-0.029899647,0.013657345,0.03677601,-0.013102882,-0.029177798,0.049504329,-0.06511908,-0.014254631,-0.023937015,0.046611145,-0.029899647,0.013657345,0.03677601,-0.013102882,-0.029177798,0.049504329,-0.06511908,-0.014254631,-0.023937015,0.046611145,-0.029899647,0.013657345,0.03677601,-0.013102882,-0.029177798,0.049504329,-0.06511908,-0.014254631,-0.023937015,0.046611145,-0.029899647,0.013657345,0.03677601,-0.013102882,-0.029177798,0.049504329,-0.06511908,-0.014254631,-0.023937015,0.046611145,-0.029899647,0.013657345,0.03677601,-0.013102882,-0.029177798,0.049504329,-0.06511908,-0.014254631,-0.023937015,0.046611145,-0.029899647,0.013657345,0.03677601,-0.013102882,-0.029177798,0.049504329,-0.06511908,-0.014254631,-0.023937015,0.046611145,-0.029899647,0.013657345,0.03677601,-0.013102882,-0.029177798,0.049504329
-0.021897759,0.002638794,0.047527511,-0.034095582,-0.010937341,-0.033554208,0.008671037,-0.026035184,-0.012084071,-0.025727669,-0.021897759,0.002638794,0.047527511,-0.034095582,-0.010937341,-0.033554208,0.008671037,-0.026035184,-0.012084071,-0.025727669,-0.021897759,0.002638794,0.047527511,-0.034095582,-0.010937341,-0.033554208,0.008671037,-0.026035184,-0.012084071,-0.025727669,-0.021897759,0.002638794,0.047527511,-0.034095582,-0.010937341,-0.033554208,0.008671037,-0.026035184,-0.012084071,-0.025727669,-0.021897759,0.002638794,0.047527511,-0.034095582,-0.010937341,-0.033554208,0.008671037,-0.026035184,-0.012084071,-0.025727669,-0.021897759,0.002638794,0.047527511,-0.034095582,-0.010937341,-0.033554208,0.008671037,-0.026035184,-0.012084071,-0.025727669,-0.021897759,0.002638794,0.047527511,-0.034095582,-0.010937341,-0.033554208,0.008671037,-0.026035184,-0.012084071,-0.025727669
